PSOE,date,week
23.66,2017-06-07,1723
23.71,2017-06-08,1723
23.76,2017-06-09,1723
23.77,2017-06-10,1723
23.77,2017-06-11,1723
23.77,2017-06-12,1724
23.78,2017-06-13,1724
23.78,2017-06-14,1724
23.78,2017-06-15,1724
23.78,2017-06-16,1724
23.78,2017-06-17,1724
23.77,2017-06-18,1724
23.76,2017-06-19,1725
23.75,2017-06-20,1725
23.75,2017-06-21,1725
23.74,2017-06-22,1725
23.73,2017-06-23,1725
23.72,2017-06-24,1725
23.71,2017-06-25,1725
23.71,2017-06-26,1726
23.7,2017-06-27,1726
23.69,2017-06-28,1726
23.71,2017-06-29,1726
23.72,2017-06-30,1726
23.73,2017-07-01,1726
23.74,2017-07-02,1726
23.76,2017-07-03,1727
23.77,2017-07-04,1727
23.78,2017-07-05,1727
23.79,2017-07-06,1727
23.79,2017-07-07,1727
23.78,2017-07-08,1727
23.76,2017-07-09,1727
23.8,2017-07-10,1728
23.76,2017-07-11,1728
23.72,2017-07-12,1728
23.68,2017-07-13,1728
23.65,2017-07-14,1728
23.61,2017-07-15,1728
23.58,2017-07-16,1728
23.54,2017-07-17,1729
23.51,2017-07-18,1729
23.55,2017-07-19,1729
23.59,2017-07-20,1729
23.64,2017-07-21,1729
23.68,2017-07-22,1729
23.72,2017-07-23,1729
23.76,2017-07-24,1730
23.81,2017-07-25,1730
23.85,2017-07-26,1730
23.89,2017-07-27,1730
23.93,2017-07-28,1730
23.98,2017-07-29,1730
24.02,2017-07-30,1730
24.06,2017-07-31,1731
24.11,2017-08-01,1731
24.15,2017-08-02,1731
24.19,2017-08-03,1731
24.24,2017-08-04,1731
24.28,2017-08-05,1731
24.32,2017-08-06,1731
24.37,2017-08-07,1732
24.39,2017-08-08,1732
24.41,2017-08-09,1732
24.43,2017-08-10,1732
24.45,2017-08-11,1732
24.47,2017-08-12,1732
24.49,2017-08-13,1732
24.51,2017-08-14,1733
24.53,2017-08-15,1733
24.54,2017-08-16,1733
24.56,2017-08-17,1733
24.58,2017-08-18,1733
24.6,2017-08-19,1733
24.62,2017-08-20,1733
24.64,2017-08-21,1734
24.66,2017-08-22,1734
24.68,2017-08-23,1734
24.7,2017-08-24,1734
24.72,2017-08-25,1734
24.74,2017-08-26,1734
24.76,2017-08-27,1734
24.78,2017-08-28,1735
24.79,2017-08-29,1735
24.81,2017-08-30,1735
24.83,2017-08-31,1735
24.85,2017-09-01,1735
24.88,2017-09-02,1735
24.9,2017-09-03,1735
24.93,2017-09-04,1736
24.95,2017-09-05,1736
24.97,2017-09-06,1736
25,2017-09-07,1736
24.94,2017-09-08,1736
24.9,2017-09-09,1736
24.87,2017-09-10,1736
24.83,2017-09-11,1737
24.79,2017-09-12,1737
24.75,2017-09-13,1737
24.71,2017-09-14,1737
24.67,2017-09-15,1737
24.62,2017-09-16,1737
24.57,2017-09-17,1737
24.53,2017-09-18,1738
24.48,2017-09-19,1738
24.43,2017-09-20,1738
24.38,2017-09-21,1738
24.34,2017-09-22,1738
24.29,2017-09-23,1738
24.24,2017-09-24,1738
24.2,2017-09-25,1739
24.15,2017-09-26,1739
24.1,2017-09-27,1739
24.05,2017-09-28,1739
24.01,2017-09-29,1739
23.96,2017-09-30,1739
23.91,2017-10-01,1739
23.86,2017-10-02,1740
23.82,2017-10-03,1740
23.77,2017-10-04,1740
23.72,2017-10-05,1740
23.68,2017-10-06,1740
23.71,2017-10-07,1740
23.74,2017-10-08,1740
23.77,2017-10-09,1741
23.8,2017-10-10,1741
23.83,2017-10-11,1741
23.82,2017-10-12,1741
23.82,2017-10-13,1741
23.82,2017-10-14,1741
23.89,2017-10-15,1741
23.95,2017-10-16,1742
24.02,2017-10-17,1742
24.09,2017-10-18,1742
24.16,2017-10-19,1742
24.23,2017-10-20,1742
24.27,2017-10-21,1742
24.32,2017-10-22,1742
24.36,2017-10-23,1743
24.41,2017-10-24,1743
24.46,2017-10-25,1743
24.5,2017-10-26,1743
24.49,2017-10-27,1743
24.48,2017-10-28,1743
24.47,2017-10-29,1743
24.46,2017-10-30,1744
24.44,2017-10-31,1744
24.43,2017-11-01,1744
24.42,2017-11-02,1744
24.39,2017-11-03,1744
24.34,2017-11-04,1744
24.29,2017-11-05,1744
24.24,2017-11-06,1745
24.19,2017-11-07,1745
24.15,2017-11-08,1745
24.15,2017-11-09,1745
24.15,2017-11-10,1745
24.15,2017-11-11,1745
24.15,2017-11-12,1745
24.15,2017-11-13,1746
24.14,2017-11-14,1746
24.14,2017-11-15,1746
24.14,2017-11-16,1746
24.14,2017-11-17,1746
24.14,2017-11-18,1746
24.13,2017-11-19,1746
24.13,2017-11-20,1747
24.12,2017-11-21,1747
24.12,2017-11-22,1747
24.11,2017-11-23,1747
24.11,2017-11-24,1747
24.1,2017-11-25,1747
24.1,2017-11-26,1747
24.09,2017-11-27,1748
24.09,2017-11-28,1748
24.08,2017-11-29,1748
24.08,2017-11-30,1748
24.07,2017-12-01,1748
24.07,2017-12-02,1748
24.06,2017-12-03,1748
24.06,2017-12-04,1749
24.05,2017-12-05,1749
24.05,2017-12-06,1749
24.04,2017-12-07,1749
24.01,2017-12-08,1749
23.99,2017-12-09,1749
23.96,2017-12-10,1749
23.93,2017-12-11,1750
23.9,2017-12-12,1750
23.87,2017-12-13,1750
23.85,2017-12-14,1750
23.82,2017-12-15,1750
23.8,2017-12-16,1750
23.77,2017-12-17,1750
23.74,2017-12-18,1751
23.72,2017-12-19,1751
23.69,2017-12-20,1751
23.67,2017-12-21,1751
23.64,2017-12-22,1751
23.62,2017-12-23,1751
23.59,2017-12-24,1751
23.56,2017-12-25,1752
23.54,2017-12-26,1752
23.51,2017-12-27,1752
23.49,2017-12-28,1752
23.47,2017-12-29,1752
23.48,2017-12-30,1752
23.48,2017-12-31,1752
23.48,2018-01-01,1801
23.48,2018-01-02,1801
23.48,2018-01-03,1801
23.48,2018-01-04,1801
23.48,2018-01-05,1801
23.42,2018-01-06,1801
23.37,2018-01-07,1801
23.31,2018-01-08,1802
23.25,2018-01-09,1802
23.19,2018-01-10,1802
23.13,2018-01-11,1802
23.1,2018-01-12,1802
23.08,2018-01-13,1802
23.05,2018-01-14,1802
23.02,2018-01-15,1803
22.99,2018-01-16,1803
22.97,2018-01-17,1803
22.94,2018-01-18,1803
22.91,2018-01-19,1803
22.88,2018-01-20,1803
22.85,2018-01-21,1803
22.82,2018-01-22,1804
22.8,2018-01-23,1804
22.77,2018-01-24,1804
22.74,2018-01-25,1804
22.71,2018-01-26,1804
22.68,2018-01-27,1804
22.65,2018-01-28,1804
22.62,2018-01-29,1805
22.59,2018-01-30,1805
22.56,2018-01-31,1805
22.53,2018-02-01,1805
22.5,2018-02-02,1805
22.48,2018-02-03,1805
22.45,2018-02-04,1805
22.42,2018-02-05,1806
22.39,2018-02-06,1806
22.36,2018-02-07,1806
22.32,2018-02-08,1806
22.38,2018-02-09,1806
22.33,2018-02-10,1806
22.28,2018-02-11,1806
22.23,2018-02-12,1807
22.19,2018-02-13,1807
22.14,2018-02-14,1807
22.12,2018-02-15,1807
22.11,2018-02-16,1807
22.09,2018-02-17,1807
22.07,2018-02-18,1807
22.05,2018-02-19,1808
22.03,2018-02-20,1808
22.01,2018-02-21,1808
21.99,2018-02-22,1808
21.97,2018-02-23,1808
21.95,2018-02-24,1808
21.94,2018-02-25,1808
21.92,2018-02-26,1809
21.9,2018-02-27,1809
21.9,2018-02-28,1809
21.9,2018-03-01,1809
21.9,2018-03-02,1809
21.82,2018-03-03,1809
21.74,2018-03-04,1809
21.66,2018-03-05,1810
21.69,2018-03-06,1810
21.71,2018-03-07,1810
21.66,2018-03-08,1810
21.62,2018-03-09,1810
21.57,2018-03-10,1810
21.52,2018-03-11,1810
21.47,2018-03-12,1811
21.42,2018-03-13,1811
21.38,2018-03-14,1811
21.3,2018-03-15,1811
21.23,2018-03-16,1811
21.18,2018-03-17,1811
21.13,2018-03-18,1811
21.08,2018-03-19,1812
21.04,2018-03-20,1812
20.99,2018-03-21,1812
20.94,2018-03-22,1812
20.89,2018-03-23,1812
20.84,2018-03-24,1812
20.8,2018-03-25,1812
20.75,2018-03-26,1813
20.7,2018-03-27,1813
20.69,2018-03-28,1813
20.68,2018-03-29,1813
20.73,2018-03-30,1813
20.77,2018-03-31,1813
20.81,2018-04-01,1813
20.86,2018-04-02,1814
20.9,2018-04-03,1814
20.94,2018-04-04,1814
20.99,2018-04-05,1814
21.12,2018-04-06,1814
21.15,2018-04-07,1814
21.17,2018-04-08,1814
21.2,2018-04-09,1815
21.27,2018-04-10,1815
21.33,2018-04-11,1815
21.4,2018-04-12,1815
21.46,2018-04-13,1815
21.46,2018-04-14,1815
21.45,2018-04-15,1815
21.44,2018-04-16,1816
21.43,2018-04-17,1816
21.42,2018-04-18,1816
21.45,2018-04-19,1816
21.48,2018-04-20,1816
21.51,2018-04-21,1816
21.54,2018-04-22,1816
21.56,2018-04-23,1817
21.59,2018-04-24,1817
21.62,2018-04-25,1817
21.65,2018-04-26,1817
21.67,2018-04-27,1817
21.7,2018-04-28,1817
21.73,2018-04-29,1817
21.76,2018-04-30,1818
21.68,2018-05-01,1818
21.6,2018-05-02,1818
21.52,2018-05-03,1818
21.45,2018-05-04,1818
21.37,2018-05-05,1818
21.29,2018-05-06,1818
21.21,2018-05-07,1819
21.14,2018-05-08,1819
21.06,2018-05-09,1819
21.1,2018-05-10,1819
21.19,2018-05-11,1819
21.27,2018-05-12,1819
21.35,2018-05-13,1819
21.44,2018-05-14,1820
21.52,2018-05-15,1820
21.61,2018-05-16,1820
21.69,2018-05-17,1820
21.77,2018-05-18,1820
21.86,2018-05-19,1820
21.94,2018-05-20,1820
22.03,2018-05-21,1821
22.11,2018-05-22,1821
22.19,2018-05-23,1821
22.28,2018-05-24,1821
22.36,2018-05-25,1821
22.4,2018-05-26,1821
22.56,2018-05-27,1821
22.71,2018-05-28,1822
22.95,2018-05-29,1822
23.19,2018-05-30,1822
23.43,2018-05-31,1822
23.67,2018-06-01,1822
23.91,2018-06-02,1822
24.14,2018-06-03,1822
24.38,2018-06-04,1823
24.62,2018-06-05,1823
24.86,2018-06-06,1823
25.1,2018-06-07,1823
25.34,2018-06-08,1823
25.43,2018-06-09,1823
25.55,2018-06-10,1823
25.67,2018-06-11,1824
25.79,2018-06-12,1824
25.86,2018-06-13,1824
25.87,2018-06-14,1824
25.88,2018-06-15,1824
25.89,2018-06-16,1824
25.9,2018-06-17,1824
25.9,2018-06-18,1825
25.91,2018-06-19,1825
25.92,2018-06-20,1825
25.93,2018-06-21,1825
25.94,2018-06-22,1825
26.01,2018-06-23,1825
26.09,2018-06-24,1825
26.16,2018-06-25,1826
26.24,2018-06-26,1826
26.31,2018-06-27,1826
26.39,2018-06-28,1826
26.46,2018-06-29,1826
26.54,2018-06-30,1826
26.62,2018-07-01,1826
26.7,2018-07-02,1827
26.79,2018-07-03,1827
26.87,2018-07-04,1827
26.95,2018-07-05,1827
27.04,2018-07-06,1827
27.11,2018-07-07,1827
27.19,2018-07-08,1827
27.26,2018-07-09,1828
27.34,2018-07-10,1828
27.28,2018-07-11,1828
27.21,2018-07-12,1828
27.18,2018-07-13,1828
27.15,2018-07-14,1828
27.12,2018-07-15,1828
27.09,2018-07-16,1829
27.06,2018-07-17,1829
27.03,2018-07-18,1829
27,2018-07-19,1829
